,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,EState_VSA1,EState_VSA10,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,ExactMolWt,FractionCSP3,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,MaxAbsEStateIndex,MaxAbsPartialCharge,MaxEStateIndex,MaxPartialCharge,MinAbsEStateIndex,MinAbsPartialCharge,MinEStateIndex,MinPartialCharge,MolMR,NumValenceElectrons,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA9,TPSA,VSA_EState10,VSA_EState8,VSA_EState9,D_OH,D_NH2,D_O-CH3,D_1,D_2,D_3,D_4,D_5,D_6,D_7,D-§Ý C=C,D-§Ý C¡ÔC,D-§Ý Ring,§Ý_1§Ý,§Ý_2,§Ý_3,§Ý_4,§Ý_5,§Ý_6,§Ý_7,§Ý_8,§Ý_9,§Ý_C=C,§Ý_C¡ÔC,§Ý_A_C=C,§Ý_A Ring,A_1,A_2,A_3,A_4,A_5,A_6,A_7,A_8,A_9,A_10,A_11,A_12,C_§Ý,C_D,C_A,C,D->C=C<,D-N(6ring),D-N(5ring),D-N<(-Ring),D-N<(Ring),A->C=C<,A-CN3,A-N(TCF),A-N(6ring),A-N(5ring),A-C=O,A-C=C,pai-N(Thiophene),pai-N(Thiazole),pai-N(benzene),,,,
CC(C(/C=C/C1=CC=C(/C=C/C2=CN=C(/C=C/C3=CC4=CC=C(C=C4O3)N(CC)CC)N=C2)S1)=C/5C#N)(C(F)(F)F)OC5=C(C#N)\C#N,1.28,2112.431,34.476,26.039,26.856,23.025,14.732,15.548,10.619,11.766,7.662,8.677,5.014,5.83,34.256,28.957,0,16.462,53.186,29.551,36.672,36.427,34.782,9.154,664.187,0.194,-5.9,47305568473,33.463,13.841,6.779,278.494,14.065,0.47,14.065,0.432,0.489,0.432,-4.924,-0.47,179.452,240,14.054,35.124,17.157,5.601,0,6.176,0,9.968,28.957,11.337,12.152,75.407,63.514,0,22.325,58.374,15.786,9.968,0,32.549,17.989,104.249,18.208,122.76,1.3,48.202,76.331,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,8,4,5,17,1,1,1,1,0,0,3,1,0,1,0,0,1,0,0,19.8086,914.87,1.503701125,12.14502358
N#C/C(C#N)=C1NC(C(/C=C/C2=NC=C(C#CC3=CN=C(/C=C/C4=CC=C(C=C4)N(C5=C6SC=C5)C7C6SC=C7)N=C3)S2)=C\1C#N)=O,0.99,2258.506,32.329,24.078,26.528,23.055,14.015,16.654,10.145,13.207,7.403,10.541,5.235,8.186,5.907,10.056,22.416,32.564,5.563,33.665,36.805,41.32,84.205,10.524,662.077,0.057,-6.02,89912066662,29.678,12.767,5.769,281.417,12.343,0.332,12.343,0.257,0.051,0.257,-0.572,-0.332,183.282,222,10.217,23.215,11.398,0,5.907,0,4.795,14.952,15.786,34.435,30.205,58.699,22.958,50.46,4.795,69.945,15.786,20.269,0,11.292,4.9,125.992,30.049,142.38,5.021,0,105.812,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,8,5,6,19,2,1,3,0,1,0,3,0,0,1,1,0,0,1,0,12.6884,893.66,1.181681597,12.13280145
CC(/C1=C\C2=CC=C(/C=C/C3=CC=C(/C=C/C4=C(/C(NC4=O)=C(C#N)/C#N)C#N)S3)S2)(C5=CC=CC=C5N1C)C,1.315,1806.294,28.441,22.019,23.652,19.26,12.383,14.016,9.706,12,6.929,8.942,4.897,6.565,5.907,10.056,27.831,0,14.631,21.825,46.964,18.202,85.738,10.524,557.134,0.125,-4.94,1259288545,26.659,10.672,4.809,240.585,12.36,0.347,12.36,0.257,0.004,0.257,-0.512,-0.347,161.482,194,10.217,18.208,5.573,0,5.907,0,4.795,0,15.786,22.674,32.047,66.275,43.356,16.843,4.795,58.572,15.786,5.317,0,19.262,11.948,107.792,18.208,103.71,3.279,0,90.638,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,7,3,6,16,1,1,1,0,1,0,3,0,0,1,1,0,2,0,0,16.5675,839.49,1.380134226,12.12544103
O=C(N/C1=C(C#N)\C#N)C(/C=C/C2=NC3=C(C=C(/C=C/C(C=C4)=CC=C4N(C5=CC=CC=C5)C6=CC=CC=C6)C=C3)S2)=C1C#N,1.212,2116.189,31.175,23.677,24.493,22.072,13.853,14.67,9.872,10.934,7.058,8.041,4.908,5.827,5.907,10.056,22.416,5.008,38.406,17.413,18.214,54.6,81.95,10.524,598.158,0,-6.53,26229852145,28.583,12.771,6.023,263.408,12.448,0.319,12.448,0.257,0.038,0.257,-0.546,-0.319,177.741,212,10.217,23.215,5.573,0,5.907,0,4.795,4.984,15.786,11.337,66.749,71.81,17.062,27.06,4.795,62.751,15.786,10.301,0,0,4.9,147.755,18.208,116.6,1.452,0,104.048,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,6,9,6,21,0,3,0,1,0,0,3,0,0,1,1,0,0,1,1,11.635,785.17,1.21534208,12.08349227
N#C/C(C#N)=C1C2=CC=CC=C2C(C/1=C\C3=NC(Cl)=C(/C=C/C4=NC=C(S4)/C=C/C5=CC6=CC=C(N(CC)CC)C=C6O5)S3)=O,1.194,2146.815,31.501,24.244,26.633,21.914,14.094,16.105,9.924,12.438,7.305,9.6,5.138,6.987,0,15.318,22.083,26.585,45.391,22.674,36.538,42.509,46.914,16.018,645.106,0.114,-5.06,21983201561,29.987,12.891,6.021,272.518,13.191,0.457,13.191,0.194,0.124,0.194,-0.262,-0.457,183.764,220,9.317,44.223,5.783,0,0,0,4.795,9.968,10.524,22.674,35.866,67.99,58.013,4.877,9.212,92.668,10.524,9.968,0,13.847,17.989,107.684,12.138,106.81,9.264,6.078,87.935,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,7,4,7,18,1,1,1,1,0,1,2,0,1,1,1,1,0,2,0,6.5692,868.13,1.318690919,12.07406211
N#CC(/C(NC1=O)=C(C#N)\C#N)=C1/C=C/C(C=C2)=CC=C2/C=C/C3=CN=C(C4=CC5=CC=C(N(CC)CC)C=C5O4)N=C3,1.269,1936.565,30.346,23.497,23.497,20.969,13.553,13.553,9.507,9.507,6.959,6.959,4.648,4.648,5.907,10.056,22.416,11.585,46.436,6.076,30.608,54.619,46.165,14.941,563.207,0.118,-6.24,6644470495,28.295,12.514,5.951,248.185,12.333,0.453,12.333,0.257,0.031,0.257,-0.539,-0.453,164.239,208,14.634,23.791,17.158,0,5.907,0,4.795,9.968,15.786,0,42.494,49.249,48.187,16.843,9.212,40.792,15.786,15.285,0,13.847,17.989,106.107,29.792,142.63,0,6.067,97.1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,8,4,6,18,1,1,1,1,0,0,3,0,0,1,1,0,0,0,1,13.4345,786.63,1.212239982,12.06362606
CC(C(/C=C/C1=NC=C(S1)/C=C/C2=CN=C(/C=C/C3=CC=C(C=C3)N(C4C5SC=C4)C6=C5SC=C6)N=C2)=C/7C#N)(C(F)(F)F)OC7=C(C#N)\C#N,1.007,2313.05,35.752,26.367,28.817,24.628,15.196,17.835,11.444,14.538,8.383,11.571,5.79,8.791,34.256,28.957,0,27.001,29.814,40.116,36.812,35.251,67.048,4.737,733.1,0.135,-5.72,3.91E+11,33.762,13.536,6.279,302.357,14.08,0.47,14.08,0.432,0.338,0.432,-4.943,-0.47,193.632,250,9.637,28.788,17.157,5.601,0,6.176,0,14.952,28.957,34.435,36.437,59.702,45.169,16.979,17.908,76.19,15.786,14.952,0,29.993,4.9,126.054,18.208,122.51,4.891,42.239,83.536,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,8,5,5,18,2,1,3,0,1,0,3,1,0,1,0,0,0,1,0,17.0346,901.83,1.508925711,12.05459833
CC(/C1=C\C2=CC=C(S2)/C=C/C3=C(Cl)N=C(S3)/C=C/C(C(C)(O/4)C)=C(C#N)C4=C(C#N)/C#N)(C)C5=CC=CC=C5N1C,1.362,1862.823,30.233,23.69,26.079,19.994,13.063,15.074,10.785,13.352,7.349,9.733,5.227,7.162,5.601,15.786,22.32,15.734,9.754,33.162,49.475,12.152,79.322,16.338,607.127,0.212,-4.39,2344076832,29.114,11.121,5.195,258.24,9.74,0.48,9.74,0.172,0.006,0.172,-0.892,-0.48,171.308,208,9.637,39.543,11.332,0,0,0,0,4.984,15.786,22.674,49.724,61.914,39.174,4.877,4.737,64.266,15.786,4.984,0,38.711,11.948,101.005,18.208,96.73,9.59,0,86.688,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,7,3,5,15,1,1,1,0,1,0,3,1,0,1,0,0,1,1,0,17.8644,830.8,1.619077396,12.05381812
N#CC(/C(NC1=O)=C(C#N)\C#N)=C1/C=C/C2=NC(Cl)=C(/C=C/C3=CN=C(N=C3)C4=CC=C(N(C5=CC=CC=C5)C6=CC=CC=C6)C=C4)S2,1.166,2197.439,33.459,24.872,26.444,23.482,14.345,15.54,10.095,11.516,7.118,8.504,4.855,5.939,5.907,10.056,27.569,15.709,28.189,17.413,36.684,72.809,49.434,22.125,660.125,0,-6.64,1.04E+11,31.347,14.199,6.645,284.526,12.414,0.319,12.414,0.257,0.024,0.257,-0.593,-0.319,186.271,228,10.217,28.368,11.398,0,5.907,0,4.795,14.952,15.786,11.337,54.075,66.759,40.583,21.72,4.795,64.135,15.786,20.269,0,0,4.9,146.417,29.596,142.38,7.641,0,107.636,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,7,9,6,22,0,3,0,1,0,0,3,0,0,1,1,0,0,1,0,9.4886,841.12,1.212430462,12.01320853
O=S(C1=C/C2=NC=C(/C=C/C3=CC=C(S3)C4=CC5=CC=C(C=C5O4)N(CC)CC)S2)(C6=CC=CC=C6C/1=C(C#N)\C#N)=O,1.251,2145.354,30.139,23.235,25.685,20.854,13.496,16.612,9.623,13.719,7.165,10.976,5.06,8.465,9.837,18.942,20.947,10.571,50.138,23.479,35.733,36.423,47.997,4.417,620.101,0.121,-4.74,7930754176,28.383,11.503,5.214,257.054,13.337,0.455,13.337,0.208,0.082,0.208,-3.908,-0.455,173.881,212,9.317,34.062,0,9.837,0,0,0,13.402,10.524,22.674,18.199,68.474,57.317,14.678,12.835,72.969,10.524,4.984,0,18.743,17.989,97.664,22.776,110.99,-0.984,32.884,68.85,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,6,4,8,18,1,1,1,1,0,1,2,0,1,1,0,1,1,1,0,10.1903,804.34,1.519238825,12.01283325
O=S(C1=C/C2=NC=C(S2)/C=C/C3=CC=C(S3)/C=C/C4=CC=C(C=C4)N(C)C)(C5=CC=CC=C5C/1=C(C#N)/C#N)=O,1.355,1891.059,28.277,21.568,24.017,19.294,12.102,15.218,8.975,13.103,6.16,9.922,4.168,7.526,9.837,18.942,20.947,10.571,25.882,23.479,35.733,44.452,52.368,0,578.09,0.065,-4.54,1338072931,27.043,11.289,5.446,240.889,13.276,0.378,13.276,0.208,0.081,0.208,-3.891,-0.378,164.809,196,4.9,22.719,0,9.837,0,0,0,13.402,10.524,22.674,36.408,60.199,51.748,9.801,8.418,74.151,10.524,4.984,0,4.895,18.995,108.105,12.138,97.85,-0.909,26.553,69.273,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,7,3,8,18,0,1,0,1,0,1,2,0,1,1,0,1,1,1,0,11.0506,798.95,1.580954246,12.0045341
N#C/C(C#N)=C1C2=CC=CC=C2C(C\1=C/C3=NC(Cl)=C(S3)/C=C/C4=C(CCCC)C(CCCC)=C(/C=C/C5=CC=C(C=C5)N(C)C)S4)=O,1.501,2011.774,34.208,27.64,30.029,23.286,16.141,18.152,11.761,14.265,8.285,10.858,5.735,8.065,0,15.318,16.929,26.861,43.402,43.469,30.341,43.647,66.225,11.601,688.21,0.25,-4.53,59311596146,34.795,16.045,7.61,296.012,13.371,0.378,13.371,0.194,0.103,0.194,-0.236,-0.378,204.187,242,4.9,27.872,5.783,0,0,0,4.795,4.984,10.524,22.674,80.764,84.374,46.247,4.877,4.795,81.698,10.524,4.984,0,52.372,18.995,112.287,12.138,80.78,9.843,0,94.935,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,7,3,7,17,0,1,0,1,0,1,2,0,1,1,1,1,1,1,0,11.1983,910.21,1.621608055,12.00226828
N#C/C(C#N)=C1NC(C(/C=C/C2=CN=C(/C=C/C3=CC=C(C=C3)N(C4=C5SC=C4)C6C5SC=C6)N=C2)=C/1C#N)=O,1.149,1791.084,27.639,20.646,22.279,19.605,12.086,13.908,8.877,10.877,6.619,8.879,4.736,7.012,5.907,10.056,22.416,22.68,11.251,16.641,30.608,41.32,67.381,10.524,555.094,0.067,-5.21,2395520325,25.089,10.511,4.399,237.771,12.301,0.332,12.301,0.257,0.051,0.257,-0.559,-0.332,155.188,190,10.217,18.208,11.398,0,5.907,0,4.795,9.968,15.786,23.099,30.361,46.703,28.522,33.822,4.795,58.609,15.786,15.285,0,11.292,4.9,109.91,18.208,129.49,3.707,0,91.959,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,5,5,6,16,2,1,3,0,1,0,3,0,0,1,1,0,0,0,0,12.0982,719.02,1.502367767,11.9982984
N#C/C(C#N)=C1C2=CC=CC=C2C(C/1=C\C3=NC=C(/C=C/C4=CC=C(S4)/C=C/C5=CC6=CC=C(N(CC)CC)C=C6O5)S3)=O,1.167,2086.496,30.631,24.074,25.707,21.503,14.119,15.752,9.957,12.198,7.36,9.286,5.199,6.78,0,15.318,11.356,27.281,50.138,11.337,47.875,30.367,66.206,4.417,610.15,0.111,-5.28,15303117196,28.822,12.526,5.693,262.995,13.148,0.457,13.148,0.194,0.085,0.194,-0.211,-0.457,180.959,214,9.317,34.062,5.783,0,0,0,4.795,4.984,10.524,22.674,24.265,80.123,67.767,0,9.212,81.067,10.524,4.984,0,13.847,17.989,114.533,12.138,93.92,3.094,6.1,89.305,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,7,4,7,18,1,1,1,1,0,1,2,0,1,1,1,1,1,1,0,12.8262,860.17,1.514667313,11.99262144
CC(C)(C(/C=C/C(S1)=CC2=C1/C(CC2)=C3CCC4=C\3SC(/C=C/C5=CC=C(N(C)C)C=C5)=C4)=C/6C#N)OC6=C(C#N)/C#N,1.265,1903.12,30.302,24.616,26.249,20.716,14.225,15.858,11.557,13.724,8.186,10.59,5.979,8.406,5.601,15.786,16.905,5.573,30.56,48.155,11.337,49.475,73.615,4.737,598.186,0.25,-4.61,6268864271,28.507,11.233,5.256,260.441,9.846,0.48,9.846,0.172,0.072,0.172,-0.815,-0.48,176.88,212,9.637,29.382,11.332,0,0,0,0,0,15.786,22.674,24.285,103.785,44.864,0,4.737,57.735,15.786,0,0,45.132,18.995,101.152,18.208,83.84,3.695,0,89.555,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,6,3,5,14,0,1,0,1,0,0,3,1,0,1,0,0,0,0,0,24.2747,919.04,1.745283799,11.99226796
CC(C(/C=C/C1=CC=C(/C=C/C2=CN=C(C#CC3=CC4=CC=C(C=C4O3)N(CC)CC)N=C2)S1)=C/5C#N)(C(F)(F)F)OC5=C(C#N)\C#N,1.292,2171.907,34.476,25.884,26.701,23.025,14.571,15.388,10.463,11.61,7.523,8.539,4.902,5.718,34.256,28.957,0,22.025,47.623,29.551,42.748,18.199,46.623,9.154,662.171,0.194,-6.08,47305568473,33.288,13.729,6.712,278.183,14.061,0.47,14.061,0.432,0.322,0.432,-4.928,-0.47,176.504,238,14.054,29.364,17.093,11.425,0,6.176,0,9.968,28.957,11.337,12.152,69.03,69.58,0,22.325,46.221,15.786,9.968,0,32.549,17.989,104.249,30.049,122.76,1.289,48.104,77.44,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,8,4,5,17,1,1,1,1,0,0,3,1,0,1,0,0,1,0,0,18.0679,880.41,1.448298745,11.98588569
N#C/C(C#N)=C1C2=CC=CC=C2C(C/1=C\C3=NC(Cl)=C(S3)/C=C/C4=NC(Cl)=C(/C=C/C5=CC6=CC=C(C=C6O5)N(CC)CC)S4)=O,1.219,2202.351,32.371,24.545,27.69,22.325,14.21,16.599,10.031,12.871,7.376,10.13,5.18,7.389,0,15.318,22.083,42.506,34.623,22.674,42.494,30.357,46.914,27.619,679.067,0.114,-4.77,31488801136,31.222,13.3,6.065,282.822,13.211,0.457,13.211,0.194,0.137,0.194,-0.276,-0.457,188.774,226,9.317,49.376,5.783,0,0,0,4.795,9.968,10.524,22.674,47.467,67.99,46.939,9.754,9.212,104.269,10.524,9.968,0,13.847,17.989,106.64,12.138,106.81,15.592,6.075,85.388,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,7,4,7,18,1,1,1,1,0,1,2,0,1,1,1,1,0,2,0,12.362,861.85,1.452053916,11.96613331
N#CC(/C(N1)=C(C#N)\C#N)=C(/C=C/C2=NC=C(S2)/C=C/C3=CN=C(C4=CC=C(C=C4)N(C5=CC=CC=C5)C6=CC=CC=C6)N=C3)C1=O,1.143,2139.507,32.589,24.571,25.388,23.072,14.23,15.046,9.989,11.083,7.046,7.974,4.813,5.537,5.907,10.056,22.416,10.832,33.066,17.413,36.805,66.752,61.567,10.524,626.164,0,-6.93,73930090777,30.111,13.794,6.618,274.223,12.373,0.319,12.373,0.257,0.054,0.257,-0.562,-0.319,181.261,222,10.217,23.215,11.398,0,5.907,0,4.795,14.952,15.786,11.337,42.474,66.759,51.657,16.843,4.795,52.534,15.786,20.269,0,0,4.9,147.46,29.596,142.38,1.379,0,110.121,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,7,9,6,22,0,3,0,1,0,0,3,0,0,1,1,0,0,1,0,12.0021,836.75,1.253737344,11.96080022
N#C/C(C1=NC=C(S1)/C=C/C2=CN=C(N=C2)/C=C/C3=CC4=CC=C(N(CC)CC)C=C4O3)=C(C#N)/C#N,1.443,1616.693,26.2,20.212,21.029,18.075,11.456,12.272,7.738,8.8,5.503,6.483,3.59,4.41,0,5.262,11.146,10.832,45.947,11.337,36.805,30.364,51.898,14.941,503.153,0.143,-5.04,316572478.9,25.065,11.593,5.791,217.934,9.267,0.457,9.267,0.151,0.025,0.151,-0.253,-0.457,145.536,180,9.317,45.705,5.824,0,0,0,0,14.952,15.786,11.337,6.076,50.275,59.261,0,4.417,57.871,15.786,14.952,0,13.847,17.989,75.462,18.208,126.42,1.214,5.993,80.293,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,7,4,4,15,1,1,1,1,0,0,3,0,0,0,0,0,0,1,0,14.2619,691.21,1.371072835,11.95779224
N#C/C(C#N)=C1C2=CC=CC=C2C(C/1=C\C3=NC=C(/C=C/C4=C(C(CCCC)=C(S4)/C=C/C5=CC6=CC=C(N(CC)CC)C=C6O5)CCCC)S3)=O,1.31,2294.784,36.614,30.162,31.795,25.418,18.08,19.713,12.712,14.889,9.427,11.541,6.702,8.673,0,15.318,11.356,27.281,73.221,37.905,24.275,35.738,86.148,4.417,722.275,0.273,-5.28,6.43E+11,36.509,16.824,7.648,313.915,13.378,0.457,13.378,0.194,0.077,0.194,-0.202,-0.457,218.183,262,9.317,34.062,5.783,0,0,0,4.795,4.984,10.524,22.674,50.955,104.8,67.767,0,9.212,81.067,10.524,4.984,0,66.22,17.989,113.527,12.138,93.92,3.29,6.316,101.227,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,7,4,7,18,1,1,1,1,0,1,2,0,1,1,1,1,0,2,0,10.1706,970.85,1.553361902,11.95774036
N#CC1=C(/C=C/C2=NC=C(/C=C/C3=CC4=CC=C(C=C4O3)N(CC)CC)S2)C(C)(O/C1=C(C#N)\C#N)C(F)(F)F,1.605,1685.53,29.079,21.705,22.522,19.076,12.14,12.957,8.772,9.866,6.417,7.345,4.219,4.944,34.256,18.433,0,10.768,47.623,29.551,24.418,24.265,23.731,19.678,561.145,0.241,-4.79,758543004.9,28.224,11.135,5.224,232.177,13.991,0.47,13.991,0.432,0.376,0.432,-4.929,-0.47,146.287,202,14.054,40.132,11.332,5.601,0,6.176,0,4.984,28.957,11.337,6.076,57.198,46.877,0,22.325,46.221,15.786,4.984,0,32.549,17.989,74.662,18.208,109.87,1.21,47.942,60.348,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,4,4,5,13,1,1,1,1,0,0,3,1,0,1,0,0,0,1,0,20.2975,726.36,1.616573949,11.95146888
FC(F)(F)C(O/C1=C(C#N)/C#N)(C(/C=C/C2=CC=C(S2)/C=C/C3=CC4=CC=C(C=C4O3)N(CC)CC)=C1C#N)C(F)(F)F,1.679,1768.464,31.579,22.469,23.286,20.326,12.597,13.414,9.057,10.204,6.617,7.632,4.539,5.355,40.432,31.604,4.877,22.296,41.576,24.274,18.218,38.113,9.637,14.941,614.121,0.233,-4.93,2412070701,31.015,11.749,5.62,245.454,14.054,0.461,14.054,0.442,0.259,0.442,-6.09,-0.461,148.873,220,14.054,35.124,11.332,0,0,17.954,0,0,42.128,11.337,6.076,62.407,45.557,0,35.497,46.221,15.786,0,0,31.801,17.989,80.467,18.208,96.98,1.047,90.237,40.466,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,4,4,5,13,1,1,1,1,0,0,3,1,0,1,0,0,1,0,0,21.6023,783.94,1.705364697,11.94844703
CCN(CC)C1=CC=C2C(OC(/C=C/C3=CC=C(S3)/C=C/C4=CN=C(S4)/C=C/C(C(C(F)(F)F)(O/5)C(F)(F)F)=C(C#N)C5=C(C#N)\C#N)=C2)=C1,1.345,2176.95,36.269,26.057,27.69,23.775,14.687,16.32,10.491,12.732,7.548,9.492,5.147,6.688,40.432,31.604,5.008,16.713,56.913,35.741,12.152,42.484,34.535,14.941,723.12,0.2,-5.56,92183659462,35.739,14.12,6.811,289.411,14.106,0.461,14.106,0.442,0.024,0.442,-6.113,-0.461,179.915,254,14.054,40.132,11.332,0,0,17.954,0,4.984,42.128,22.674,0,80.635,56.631,0,35.497,69.71,15.786,4.984,0,31.801,17.989,96.549,18.208,109.87,2.434,90.657,52.826,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,7,4,5,16,1,1,1,1,0,0,3,1,0,1,0,0,1,1,0,12.1835,833.87,1.170388872,11.94650465
CC(C(F)(F)F)(O/C1=C(C#N)\C#N)C(/C=C/C2=NC(Cl)=C(/C=C/C3=NC=C(S3)C4=CC=C(N(C5=C6SC=C5)C7C6SC=C7)C=C4)S2)=C1C#N,1.09,2259.872,34.501,24.897,28.919,23.556,14.289,18.123,10.861,15.343,8.07,12.728,5.655,9.842,34.256,28.957,10.161,16.169,45.472,40.116,35.755,11.762,62.064,16.338,746.007,0.147,-4.62,1.30E+11,32.904,12.682,5.678,299.041,14.133,0.47,14.133,0.432,0.134,0.432,-4.965,-0.47,188.79,242,9.637,38.949,11.332,5.601,0,6.176,0,9.968,28.957,45.772,35.886,59.702,22.334,26.733,17.908,86.976,15.786,9.968,0,29.993,4.9,106.87,28.648,109.62,12.642,42.4,72.236,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,6,5,5,16,2,1,3,0,1,0,3,1,0,1,0,0,0,2,0,15.0596,842.32,1.432189605,11.94458202
CC(C1=CC=CC=C1N2C)(/C2=C\C3=CN=C(/C=C/C4=C(Cl)N=C(/C=C/C(C(C)(C)O/C5=C(C#N)/C#N)=C5C#N)S4)S3)C,1.362,1865.388,30.233,23.559,25.948,19.994,12.923,14.934,10.646,13.16,7.222,9.517,5.125,6.968,5.601,15.786,22.32,15.734,14.762,28.285,49.475,18.349,72.174,16.338,608.122,0.219,-4.46,2344076832,29.047,11.08,5.172,257.459,9.735,0.48,9.735,0.172,0.001,0.172,-0.9,-0.48,169.103,208,9.637,44.55,11.332,0,0,0,0,9.968,15.786,22.674,49.724,49.781,40.494,4.877,4.737,64.266,15.786,9.968,0,38.711,11.948,95.2,18.208,109.62,9.431,0,87.847,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,7,3,5,15,1,1,1,0,1,0,3,1,0,1,0,0,0,2,0,17.5269,786.21,1.574722839,11.93329582
N#C/C(C#N)=C1C2=CC=CC=C2C(C\1=C/C3=NC=C(S3)/C=C/C4=NC=C(/C=C/C5=CC6=CC=C(C=C6O5)N(CC)CC)S4)=O,1.167,2089.479,30.631,23.944,25.577,21.503,13.979,15.612,9.818,12.006,7.233,9.07,5.095,6.585,0,15.318,11.356,27.281,50.268,11.337,47.875,48.706,46.914,4.417,611.145,0.114,-5.35,15303117196,28.755,12.483,5.668,262.215,13.139,0.457,13.139,0.194,0.093,0.194,-0.221,-0.457,178.754,214,9.317,39.07,5.783,0,0,0,4.795,9.968,10.524,22.674,24.265,67.99,69.087,0,9.212,81.067,10.524,9.968,0,13.847,17.989,108.728,12.138,106.81,2.955,6.08,90.465,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,7,4,7,18,1,1,1,1,0,1,2,0,1,1,1,1,0,2,0,10.9614,846.09,1.532245867,11.9291986
